source	record_id	title	journal_or_status	year_or_start	url	stage	decision	axis_failed	quantity_reported_instead	synthesis_candidate
PubMed	31132222	Sacubitril/valsartan eligibility and outcomes in the ESC-EORP-HFA Heart Failure Long-Term Registry	European journal of heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/31132222/	TiAb	exclude	RANDOMISATION	registry eligibility and outcome proportions	N
PubMed	31119890	Hydralazine and nitrates in the treatment of heart failure with reduced ejection fraction	ESC heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/31119890/	TiAb	exclude	INTERVENTION	intervention is hydralazine/nitrates	N
PubMed	31101372	Cost-Utility Analysis of Sacubitril/Valsartan Use Compared With Standard Care in Chronic Heart Failure Patients With Reduced Ejection Fraction in South Korea	Clinical therapeutics	2019	https://pubmed.ncbi.nlm.nih.gov/31101372/	TiAb	exclude	RANDOMISATION	cost-utility ratio	N
PubMed	31093657	Cardiovascular biomarkers in patients with acute decompensated heart failure randomized to sacubitril-valsartan or enalapril in the PIONEER-HF trial	European heart journal	2019	https://pubmed.ncbi.nlm.nih.gov/31093657/	TiAb	exclude	OUTCOME	biomarker concentration change	N
PubMed	31078482	Outcomes and Effect of Treatment According to Etiology in HFrEF: An Analysis of PARADIGM-HF	JACC. Heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/31078482/	TiAb	exclude	OUTCOME	aetiology subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	31029493	Neurohormonal modulation: The new paradigm of pharmacological treatment of heart failure	Revista portuguesa de cardiologia	2019	https://pubmed.ncbi.nlm.nih.gov/31029493/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	31023122	Lower Hospitalization and Healthcare Costs With Sacubitril/Valsartan Versus ACEI or ARB in a Retrospective Analysis of Patients With Heart Failure	Journal of the American Heart Association	2019	https://pubmed.ncbi.nlm.nih.gov/31023122/	TiAb	exclude	RANDOMISATION	retrospective cost and utilisation estimates	N
PubMed	30982680	Sacubitril/valsartan in heart failure with reduced ejection fraction patients: Real world experience on advanced chronic kidney disease, hypotension, and dose escalation	Journal of cardiology	2019	https://pubmed.ncbi.nlm.nih.gov/30982680/	TiAb	exclude	RANDOMISATION	observational tolerability statistics	N
PubMed	30955360	Clinical Outcomes in Patients With Acute Decompensated Heart Failure Randomly Assigned to Sacubitril/Valsartan or Enalapril in the PIONEER-HF Trial	Circulation	2019	https://pubmed.ncbi.nlm.nih.gov/30955360/	TiAb	exclude	OUTCOME	exploratory composite of death, HF rehospitalisation, LVAD implantation or transplant listing; not the pre-specified estimand and not the trial primary	N
PubMed	30846338	B-Type Natriuretic Peptide During Treatment With Sacubitril/Valsartan: The PARADIGM-HF Trial	Journal of the American College of Cardiology	2019	https://pubmed.ncbi.nlm.nih.gov/30846338/	TiAb	exclude	OUTCOME	BNP and NT-proBNP concentrations	N
PubMed	30796605	Assessing suitability for sacubitril-valsartan therapy in an Irish cohort: challenges and opportunities	Irish journal of medical science	2019	https://pubmed.ncbi.nlm.nih.gov/30796605/	TiAb	exclude	RANDOMISATION	eligibility proportions	N
PubMed	30788621	Sacubitril/valsartan reduces ventricular arrhythmias in parallel with left ventricular reverse remodeling in heart failure with reduced ejection fraction	Clinical research in cardiology	2019	https://pubmed.ncbi.nlm.nih.gov/30788621/	TiAb	exclude	RANDOMISATION	observational arrhythmia burden change	N
PubMed	30784673	Effects of Sacubitril/Valsartan on Biomarkers of Extracellular Matrix Regulation in Patients With HFrEF	Journal of the American College of Cardiology	2019	https://pubmed.ncbi.nlm.nih.gov/30784673/	TiAb	exclude	OUTCOME	extracellular matrix biomarker change	N
PubMed	30741494	Reduced loop diuretic use in patients taking sacubitril/valsartan compared with enalapril: the PARADIGM-HF trial	European journal of heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/30741494/	TiAb	exclude	OUTCOME	loop diuretic dose change	N
PubMed	30679005	Sacubitril/valsartan: A practical guide	Revista portuguesa de cardiologia	2019	https://pubmed.ncbi.nlm.nih.gov/30679005/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	30484837	Estimated 5-Year Number Needed to Treat to Prevent Cardiovascular Death or Heart Failure Hospitalization With ARNI vs Standard Therapy for HFrEF: An Analysis of Data From the PARADIGM-HF Trial	JAMA cardiology	2018	https://pubmed.ncbi.nlm.nih.gov/30484837/	TiAb	exclude	OUTCOME	5-year number needed to treat	N
PubMed	30415601	Angiotensin-Neprilysin Inhibition in Acute Decompensated Heart Failure (PIONEER-HF)	The New England journal of medicine	2019	https://pubmed.ncbi.nlm.nih.gov/30415601/	TiAb	exclude	OUTCOME	time-averaged proportional change in NT-proBNP from baseline to weeks 4 and 8	N
PubMed	30414818	Initiation, Continuation, Switching, and Withdrawal of Heart Failure Medical Therapies During Hospitalization	JACC. Heart failure	2019	https://pubmed.ncbi.nlm.nih.gov/30414818/	TiAb	exclude	RANDOMISATION	narrative review of prescribing practice	N
PubMed	30359220	Novel Possibilities in Pharmacotherapy of Patients With Chronic Heart Failure (Russian)	Kardiologiia	2018	https://pubmed.ncbi.nlm.nih.gov/30359220/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	30281045	ANMCO position paper on sacubitril/valsartan in the management of patients with heart failure (Italian)	Giornale italiano di cardiologia	2018	https://pubmed.ncbi.nlm.nih.gov/30281045/	TiAb	exclude	RANDOMISATION	consensus statement	N
PubMed	30204280	Growth differentiation factor-15 is not modified by sacubitril/valsartan and is an independent marker of risk in patients with HFrEF: the PARADIGM-HF trial	European journal of heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/30204280/	TiAb	exclude	OUTCOME	GDF-15 concentration and its prognostic association	N
PubMed	30122239	Sacubitril/valsartan: A novel angiotensin receptor-neprilysin inhibitor	Indian heart journal	2018	https://pubmed.ncbi.nlm.nih.gov/30122239/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	30054868	Sacubitril/Valsartan (LCZ696): A Novel Treatment for Heart Failure and its Estimated Cost Effectiveness, Budget Impact, and Disease Burden Reduction in Germany	PharmacoEconomics	2018	https://pubmed.ncbi.nlm.nih.gov/30054868/	TiAb	exclude	RANDOMISATION	cost-effectiveness and budget impact estimates	N
PubMed	30047502	Angiotensin Receptor Neprilysin Inhibitor in Japanese Patients With Heart Failure and Reduced Ejection Fraction - Baseline Characteristics and Treatment of PARALLEL-HF Trial	Circulation journal	2018	https://pubmed.ncbi.nlm.nih.gov/30047502/	TiAb	exclude	OUTCOME	baseline characteristics only; no effect estimate	N
PubMed	29979147	Sacubitril/Valsartan: potential treatment for paediatric heart failure	Cardiology in the young	2018	https://pubmed.ncbi.nlm.nih.gov/29979147/	TiAb	exclude	POPULATION	paediatric	N
PubMed	29945530	The use of sacubitril/valsartan in anthracycline-induced cardiomyopathy: A mini case series	Journal of oncology pharmacy practice	2019	https://pubmed.ncbi.nlm.nih.gov/29945530/	TiAb	exclude	RANDOMISATION	case series	N
PubMed	29926350	Neprilysin Inhibitors: Filling a Gap in Heart Failure Management, Albeit Amidst Controversy and at a Significant Cost	American journal of cardiovascular drugs	2019	https://pubmed.ncbi.nlm.nih.gov/29926350/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29917003	Sacubitril/valsartan: from a large clinical trial to clinical practice	Journal of cardiovascular medicine	2018	https://pubmed.ncbi.nlm.nih.gov/29917003/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29895587	Characteristics and Treatments of Patients Enrolled in the CHAMP-HF Registry Compared With Patients Enrolled in the PARADIGM-HF Trial	Journal of the American Heart Association	2018	https://pubmed.ncbi.nlm.nih.gov/29895587/	TiAb	exclude	RANDOMISATION	registry-vs-trial descriptive comparison	N
PubMed	29891240	Angiotensin receptor-neprilysin inhibitors: A new paradigm in heart failure with reduced ejection fraction	International journal of cardiology	2019	https://pubmed.ncbi.nlm.nih.gov/29891240/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29776559	Angioedema in heart failure patients treated with sacubitril/valsartan (LCZ696) or enalapril in the PARADIGM-HF study	International journal of cardiology	2018	https://pubmed.ncbi.nlm.nih.gov/29776559/	TiAb	exclude	OUTCOME	angioedema event counts	N
PubMed	29748349	Independent Prognostic Value of Serum Soluble ST2 Measurements in Patients With HFrEF in the PARADIGM-HF Trial	Circulation. Heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29748349/	TiAb	exclude	OUTCOME	biomarker prognostic association	N
PubMed	29687191	Sacubitril/Valsartan: From Clinical Trials to Real-world Experience	Current treatment options in cardiovascular medicine	2018	https://pubmed.ncbi.nlm.nih.gov/29687191/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29661699	Effect of neprilysin inhibition on renal function in patients with type 2 diabetes and chronic heart failure receiving target doses of RAS inhibitors: a secondary analysis of the PARADIGM-HF trial	The lancet. Diabetes and endocrinology	2018	https://pubmed.ncbi.nlm.nih.gov/29661699/	TiAb	exclude	OUTCOME	eGFR decline rate	N
PubMed	29655829	Renal Effects and Associated Outcomes During Angiotensin-Neprilysin Inhibition in Heart Failure	JACC. Heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29655829/	TiAb	exclude	OUTCOME	renal function change and associated outcomes	N
PubMed	29653636	Rationale and design of the comParIson Of sacubitril/valsartaN versus Enalapril on Effect on nt-pRo-bnp in patients stabilized from an acute Heart Failure episode (PIONEER-HF) trial	American heart journal	2018	https://pubmed.ncbi.nlm.nih.gov/29653636/	TiAb	exclude	OUTCOME	NT-proBNP change (trial design paper)	N
PubMed	29643067	Incidence, Predictors, and Outcomes Associated With Hypotensive Episodes Among Heart Failure Patients Receiving Sacubitril/Valsartan or Enalapril: The PARADIGM-HF Trial	Circulation. Heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29643067/	TiAb	exclude	OUTCOME	hypotensive episode incidence	N
PubMed	29617523	Effects of Sacubitril/Valsartan on Physical and Social Activity Limitations in Patients With Heart Failure: A Secondary Analysis of the PARADIGM-HF Trial	JAMA cardiology	2018	https://pubmed.ncbi.nlm.nih.gov/29617523/	TiAb	exclude	OUTCOME	KCCQ physical and social limitation scores	N
PubMed	29601093	Cost-Effectiveness Analysis of Sacubitril/Valsartan for the Treatment of Heart Failure with Reduced Ejection Fraction in the United States	Pharmacotherapy	2018	https://pubmed.ncbi.nlm.nih.gov/29601093/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	29544929	Angiotensin receptor neprilysin inhibition provides superior cardioprotection compared to angiotensin converting enzyme inhibition after experimental myocardial infarction	International journal of cardiology	2018	https://pubmed.ncbi.nlm.nih.gov/29544929/	TiAb	exclude	POPULATION	experimental animal model	N
PubMed	29542073	Combination Therapy of Renin Angiotensin System Inhibitors and Beta-Blockers in Patients with Heart Failure	Advances in experimental medicine and biology	2018	https://pubmed.ncbi.nlm.nih.gov/29542073/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29501368	A novel agent in the treatment of heart failure with depressed systolic function (Spanish)	Archivos de cardiologia de Mexico	2018	https://pubmed.ncbi.nlm.nih.gov/29501368/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29469206	Impact of sacubitril-valsartan combination in patients with chronic heart failure and sleep apnoea syndrome: the ENTRESTO-SAS study design	ESC heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29469206/	TiAb	exclude	OUTCOME	apnoea-hypopnoea index	N
PubMed	29464879	Insights into implementation of sacubitril/valsartan into clinical practice	ESC heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29464879/	TiAb	exclude	RANDOMISATION	implementation descriptive statistics	N
PubMed	29464817	The role of angiotensin receptor-neprilysin inhibitors in cardiovascular disease - existing evidence, knowledge gaps, and future directions	European journal of heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29464817/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29431251	Effect of sacubitril/valsartan on recurrent events in PARADIGM-HF	European journal of heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29431251/	FullText	exclude	OUTCOME	RECURRENT-EVENT RATE RATIO: negative binomial RR 0.77 (0.67-0.89); LWYY RR 0.78 (0.68-0.90); WLW HR 0.79 (0.71-0.89); joint frailty HR 0.75 (0.66-0.86). Counts repeat events per person; the estimand counts each person once at first event.	N
PubMed	29369824	Was the Enalapril Dose Too Low in the PARADIGM-HF Trial?	Cardiology in review	2018	https://pubmed.ncbi.nlm.nih.gov/29369824/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	29318651	Effect of the angiotensin receptor-neprilysin inhibitor sacubitril/valsartan on the pharmacokinetics and pharmacodynamics of a single dose of furosemide	British journal of clinical pharmacology	2018	https://pubmed.ncbi.nlm.nih.gov/29318651/	TiAb	exclude	OUTCOME	pharmacokinetic and pharmacodynamic parameters	N
PubMed	29269379	Cost-effectiveness of sacubitril/valsartan in the treatment of heart failure with reduced ejection fraction	Heart	2018	https://pubmed.ncbi.nlm.nih.gov/29269379/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	29265423	PARADIGM-HF Trial: Secondary Analyses Address Unanswered Questions	Pharmacotherapy	2018	https://pubmed.ncbi.nlm.nih.gov/29265423/	TiAb	exclude	RANDOMISATION	narrative review of secondary analyses	N
PubMed	29239515	Rationale and design of TRANSITION: a randomized trial of pre-discharge vs post-discharge initiation of sacubitril/valsartan	ESC heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29239515/	TiAb	exclude	COMPARATOR	comparator is a different initiation timing, not enalapril	N
PubMed	29193563	Sacubitril/valsartan reduces serum uric acid concentration, an independent predictor of adverse outcomes in PARADIGM-HF	European journal of heart failure	2018	https://pubmed.ncbi.nlm.nih.gov/29193563/	TiAb	exclude	OUTCOME	serum uric acid concentration	N
PubMed	29185253	Cost-effectiveness of sacubitril/valsartan in chronic heart-failure patients with reduced ejection fraction	Swiss medical weekly	2017	https://pubmed.ncbi.nlm.nih.gov/29185253/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	29137346	Safety of the neprilysin/renin-angiotensin system inhibitor LCZ696	Oncotarget	2017	https://pubmed.ncbi.nlm.nih.gov/29137346/	TiAb	exclude	RANDOMISATION	narrative safety review	N
PubMed	29129252	Design for the sacubitril/valsartan (LCZ696) compared with enalapril study of pediatric patients with heart failure due to systemic left ventricle systolic dysfunction (PANORAMA-HF study)	American heart journal	2017	https://pubmed.ncbi.nlm.nih.gov/29129252/	TiAb	exclude	POPULATION	paediatric	N
PubMed	29042791	Profile of sacubitril/valsartan in the treatment of heart failure: patient selection and perspectives	Vascular health and risk management	2017	https://pubmed.ncbi.nlm.nih.gov/29042791/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	28959905	Cost-effectiveness of sacubitril/valsartan versus enalapril in patients with heart failure and reduced ejection fraction	Journal of medical economics	2018	https://pubmed.ncbi.nlm.nih.gov/28959905/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	28844335	Sacubitril/valsartan: An important piece in the therapeutic puzzle of heart failure	Revista portuguesa de cardiologia	2017	https://pubmed.ncbi.nlm.nih.gov/28844335/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	28800834	Benefits and Harms of Sacubitril in Adults With Heart Failure and Reduced Left Ventricular Ejection Fraction	The American journal of cardiology	2017	https://pubmed.ncbi.nlm.nih.gov/28800834/	TiAb	exclude	RANDOMISATION	narrative/systematic review of benefits and harms	Y
PubMed	28793821	The Effects of LCZ696 in Patients With Hypertension Compared With Angiotensin Receptor Blockers: A Meta-Analysis of Randomized Controlled Trials	Journal of cardiovascular pharmacology and therapeutics	2017	https://pubmed.ncbi.nlm.nih.gov/28793821/	TiAb	exclude	POPULATION	hypertension, not heart failure	Y
PubMed	28784687	Health-Related Quality of Life Outcomes in PARADIGM-HF	Circulation. Heart failure	2017	https://pubmed.ncbi.nlm.nih.gov/28784687/	TiAb	exclude	OUTCOME	KCCQ quality-of-life scores	N
PubMed	28720639	Angioedema Spotlight: A Closer Examination of Sacubitril/Valsartan Safety Results	Journal of the American Board of Family Medicine	2017	https://pubmed.ncbi.nlm.nih.gov/28720639/	TiAb	exclude	RANDOMISATION	narrative safety commentary	N
PubMed	28577679	The effects of sacubitril/valsartan on coronary outcomes in PARADIGM-HF	American heart journal	2017	https://pubmed.ncbi.nlm.nih.gov/28577679/	TiAb	exclude	OUTCOME	coronary event outcomes, not the pre-specified composite	N
PubMed	28330649	Effect of sacubitril/valsartan versus enalapril on glycaemic control in patients with heart failure and diabetes: a post-hoc analysis from the PARADIGM-HF trial	The lancet. Diabetes and endocrinology	2017	https://pubmed.ncbi.nlm.nih.gov/28330649/	TiAb	exclude	OUTCOME	HbA1c and glycaemic measures	N
PubMed	28292483	An Economic Evaluation of Sacubitril/Valsartan for Heart Failure Patients in the Netherlands	Value in health	2017	https://pubmed.ncbi.nlm.nih.gov/28292483/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	28285069	Sacubitril/Valsartan: The Newest Addition to the Toolbox for Guideline-Directed Medical Therapy of Heart Failure	The American journal of medicine	2017	https://pubmed.ncbi.nlm.nih.gov/28285069/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	28281174	Potential Expanded Indications for Neprilysin Inhibitors	Current heart failure reports	2017	https://pubmed.ncbi.nlm.nih.gov/28281174/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	28244205	What proportion of patients with chronic heart failure are eligible for sacubitril-valsartan?	European journal of heart failure	2017	https://pubmed.ncbi.nlm.nih.gov/28244205/	TiAb	exclude	RANDOMISATION	eligibility proportions	N
PubMed	28158398	Systolic blood pressure, cardiovascular outcomes and efficacy and safety of sacubitril/valsartan (LCZ696) in patients with chronic heart failure and reduced ejection fraction: results from PARADIGM-HF	European heart journal	2017	https://pubmed.ncbi.nlm.nih.gov/28158398/	TiAb	exclude	OUTCOME	blood-pressure subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	28133468	Changing the treatment of heart failure with reduced ejection fraction: clinical use of sacubitril-valsartan combination	Journal of geriatric cardiology	2016	https://pubmed.ncbi.nlm.nih.gov/28133468/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	28060547	The safety of sacubitril-valsartan for the treatment of chronic heart failure	Expert opinion on drug safety	2017	https://pubmed.ncbi.nlm.nih.gov/28060547/	TiAb	exclude	RANDOMISATION	narrative safety review	N
PubMed	28024961	Efficacy and safety of sacubitril/valsartan (LCZ696) in Japanese patients with chronic heart failure and reduced ejection fraction: Rationale for and design of the randomized, double-blind PARALLEL-HF study	Journal of cardiology	2017	https://pubmed.ncbi.nlm.nih.gov/28024961/	TiAb	exclude	OUTCOME	trial design description; no effect estimate	N
PubMed	28004291	Sacubitril/Valsartan (LCZ696) in Heart Failure	Handbook of experimental pharmacology	2017	https://pubmed.ncbi.nlm.nih.gov/28004291/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27908347	Prognostic Implications of Changes in N-Terminal Pro-B-Type Natriuretic Peptide in Patients With Heart Failure	Journal of the American College of Cardiology	2016	https://pubmed.ncbi.nlm.nih.gov/27908347/	TiAb	exclude	OUTCOME	prognostic association of NT-proBNP change	N
PubMed	27868321	Dementia-related adverse events in PARADIGM-HF and other trials in heart failure with reduced ejection fraction	European journal of heart failure	2017	https://pubmed.ncbi.nlm.nih.gov/27868321/	TiAb	exclude	OUTCOME	dementia-related adverse event rates	N
PubMed	27842179	Reduced Risk of Hyperkalemia During Treatment of Heart Failure With MRAs by Use of Sacubitril/Valsartan Compared With Enalapril: A Secondary Analysis of the PARADIGM-HF Trial	JAMA cardiology	2017	https://pubmed.ncbi.nlm.nih.gov/27842179/	TiAb	exclude	OUTCOME	hyperkalaemia event rates	N
PubMed	27747488	Angiotensin-Neprilysin Inhibition as a Paradigm for All?	Current cardiology reports	2016	https://pubmed.ncbi.nlm.nih.gov/27747488/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27618854	Effects of Sacubitril/Valsartan in the PARADIGM-HF Trial According to Background Therapy	Circulation. Heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/27618854/	TiAb	exclude	OUTCOME	background-therapy subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	27574931	Limitations of Sacubitril/Valsartan in the Management of Heart Failure	American journal of therapeutics	2017	https://pubmed.ncbi.nlm.nih.gov/27574931/	TiAb	exclude	RANDOMISATION	narrative commentary	N
PubMed	27573608	Practical considerations on the introduction of sacubitril/valsartan in clinical practice: Current evidence and early experience	International journal of cardiology	2016	https://pubmed.ncbi.nlm.nih.gov/27573608/	TiAb	exclude	RANDOMISATION	editorial	N
PubMed	27571284	Cost-Effectiveness of Sacubitril-Valsartan in Patients With Heart Failure With Reduced Ejection Fraction	Annals of internal medicine	2016	https://pubmed.ncbi.nlm.nih.gov/27571284/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	27471351	Critical Questions about PARADIGM-HF and the Future	Acta Cardiologica Sinica	2016	https://pubmed.ncbi.nlm.nih.gov/27471351/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27438344	Cost-effectiveness Analysis of Sacubitril/Valsartan vs Enalapril in Patients With Heart Failure and Reduced Ejection Fraction	JAMA cardiology	2016	https://pubmed.ncbi.nlm.nih.gov/27438344/	TiAb	exclude	RANDOMISATION	incremental cost-effectiveness ratio	N
PubMed	27417000	Influence of Sacubitril/Valsartan (LCZ696) on 30-Day Readmission After Heart Failure Hospitalization	Journal of the American College of Cardiology	2016	https://pubmed.ncbi.nlm.nih.gov/27417000/	TiAb	exclude	OUTCOME	30-day readmission rate	N
PubMed	27395349	Efficacy of Sacubitril/Valsartan Relative to a Prior Decompensation: The PARADIGM-HF Trial	JACC. Heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/27395349/	TiAb	exclude	OUTCOME	subgroup estimates by prior decompensation; secondary report of PARADIGM-HF	N
PubMed	27324636	Role of Angiotensin Receptor-Neprilysin Inhibition in Heart Failure	Current atherosclerosis reports	2016	https://pubmed.ncbi.nlm.nih.gov/27324636/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27296397	Factors Associated With Noncompletion During the Run-In Period Before Randomization and Influence on the Estimated Benefit of LCZ696 in the PARADIGM-HF Trial	Circulation. Heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/27296397/	TiAb	exclude	OUTCOME	run-in noncompletion proportions and their influence	N
PubMed	27283779	Efficacy of sacubitril/valsartan vs enalapril at lower than target doses in heart failure with reduced ejection fraction: the PARADIGM-HF trial	European journal of heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/27283779/	TiAb	exclude	OUTCOME	achieved-dose subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	27274196	Spotlight on valsartan-sacubitril fixed-dose combination for heart failure: the evidence to date	Drug design, development and therapy	2016	https://pubmed.ncbi.nlm.nih.gov/27274196/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27207980	The neprilysin pathway in heart failure: a review and guide on the use of sacubitril/valsartan	Heart	2016	https://pubmed.ncbi.nlm.nih.gov/27207980/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27170530	Initiating sacubitril/valsartan (LCZ696) in heart failure: results of TITRATION, a double-blind, randomized comparison of two uptitration regimens	European journal of heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/27170530/	TiAb	exclude	COMPARATOR	comparator is a second uptitration regimen, not enalapril	N
PubMed	27143684	Importance of Clinical Worsening of Heart Failure Treated in the Outpatient Setting: Evidence From PARADIGM-HF	Circulation	2016	https://pubmed.ncbi.nlm.nih.gov/27143684/	TiAb	exclude	OUTCOME	outpatient worsening event rates	N
PubMed	27092662	Combined Neprilysin and RAS Inhibition in Cardiovascular Diseases: A Review of Clinical Studies	Journal of cardiovascular pharmacology	2016	https://pubmed.ncbi.nlm.nih.gov/27092662/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	27038730	The PARADIGM of ARNIs: Assessing reasons for non-implementation in heart failure	International journal of cardiology	2016	https://pubmed.ncbi.nlm.nih.gov/27038730/	TiAb	exclude	RANDOMISATION	editorial	N
PubMed	29144684	Sacubitril / Valsartan -- Benefit Assessment According to Social Code Book V section 35a (IQWiG report; esummary title and journal fields were empty, resolved by efetch)	IQWiG Reports (non-journal)	2016	https://pubmed.ncbi.nlm.nih.gov/29144684/	TiAb	exclude	RANDOMISATION	health-technology-assessment benefit rating	Y
PubMed	26976916	Combined Angiotensin Receptor Antagonism and Neprilysin Inhibition	Circulation	2016	https://pubmed.ncbi.nlm.nih.gov/26976916/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26915374	Influence of Ejection Fraction on Outcomes and Efficacy of Sacubitril/Valsartan (LCZ696) in Heart Failure with Reduced Ejection Fraction: PARADIGM-HF	Circulation. Heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/26915374/	TiAb	exclude	OUTCOME	ejection-fraction subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	26873495	Sacubitril/Valsartan: A Review in Chronic Heart Failure with Reduced Ejection Fraction	Drugs	2016	https://pubmed.ncbi.nlm.nih.gov/26873495/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26873036	Combining angiotensin II receptor 1 antagonism and neprilysin inhibition for the treatment of heart failure	Expert review of clinical pharmacology	2016	https://pubmed.ncbi.nlm.nih.gov/26873036/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26754626	Risk Related to Pre-Diabetes Mellitus and Diabetes Mellitus in Heart Failure With Reduced Ejection Fraction: Insights From PARADIGM-HF	Circulation. Heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/26754626/	TiAb	exclude	OUTCOME	diabetes-status subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	26746371	Influenza Vaccination in Patients With Chronic Heart Failure: The PARADIGM-HF Trial	JACC. Heart failure	2016	https://pubmed.ncbi.nlm.nih.gov/26746371/	TiAb	exclude	OUTCOME	vaccination uptake and associated event rates	N
PubMed	26626162	A Review of New Pharmacologic Treatments for Patients With Chronic Heart Failure With Reduced Ejection Fraction	Journal of clinical pharmacology	2016	https://pubmed.ncbi.nlm.nih.gov/26626162/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26541915	Comparing LCZ696 with enalapril according to baseline risk using the MAGGIC and EMPHASIS-HF risk scores: an analysis of mortality and morbidity in PARADIGM-HF	Journal of the American College of Cardiology	2015	https://pubmed.ncbi.nlm.nih.gov/26541915/	TiAb	exclude	OUTCOME	risk-score subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	26469827	A new class of drugs for systolic heart failure: The PARADIGM-HF study	Cleveland Clinic journal of medicine	2015	https://pubmed.ncbi.nlm.nih.gov/26469827/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26386501	Combined angiotensin receptor/neprilysin inhibitors: a review of the new paradigm in the management of chronic heart failure	Clinical therapeutics	2015	https://pubmed.ncbi.nlm.nih.gov/26386501/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26231885	Efficacy and safety of LCZ696 (sacubitril-valsartan) according to age: insights from PARADIGM-HF	European heart journal	2015	https://pubmed.ncbi.nlm.nih.gov/26231885/	TiAb	exclude	OUTCOME	age subgroup estimates; secondary report of PARADIGM-HF	N
PubMed	26209000	Angiotensin receptor neprilysin inhibition in heart failure: mechanistic action and clinical impact	Journal of cardiac failure	2015	https://pubmed.ncbi.nlm.nih.gov/26209000/	TiAb	exclude	RANDOMISATION	narrative review	N
PubMed	26175499	Dual Angiotensin Receptor and Neprilysin Inhibition with Sacubitril/Valsartan in Chronic Systolic Heart Failure: Understanding the New PARADIGM	The Annals of pharmacotherapy	2015	https://pubmed.ncbi.nlm.nih.gov/26175499/	TiAb	exclude	RANDOMISATION	narrative review	N
